State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
DC,District of Columbia,2015,October,Number of Drug Overdose Deaths,126,130,100,0.15737017,
DC,District of Columbia,2015,November,Number of Drug Overdose Deaths,135,139,100,0.139033716,
DC,District of Columbia,2015,December,Number of Drug Overdose Deaths,144,148,100,0.105152471,
DC,District of Columbia,2016,January,Number of Drug Overdose Deaths,146,150,100,0.106837607,
DC,District of Columbia,2016,February,Number of Drug Overdose Deaths,146,150,100,0.106951872,
DC,District of Columbia,2016,March,Number of Drug Overdose Deaths,161,165,100,0.106761566,
DC,District of Columbia,2016,April,Number of Drug Overdose Deaths,174,177,100,0.070646415,
DC,District of Columbia,2016,May,Number of Drug Overdose Deaths,198,202,100,0.069942298,
DC,District of Columbia,2016,June,Number of Drug Overdose Deaths,208,212,100,0.069795847,
DC,District of Columbia,2016,July,Number of Drug Overdose Deaths,219,223,100,0.06932409,
DC,District of Columbia,2016,August,Number of Drug Overdose Deaths,239,243,100,0.069096562,
DC,District of Columbia,2016,September,Number of Drug Overdose Deaths,247,251,100,0.051116033,
DC,District of Columbia,2016,October,Number of Drug Overdose Deaths,259,261,100,0.01701838,
DC,District of Columbia,2016,November,Number of Drug Overdose Deaths,289,291,100,0.016854879,
DC,District of Columbia,2016,December,Number of Drug Overdose Deaths,300,302,100,0,
DC,District of Columbia,2017,January,Number of Drug Overdose Deaths,326,325,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,February,Number of Drug Overdose Deaths,342,342,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,March,Number of Drug Overdose Deaths,357,357,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,April,Number of Drug Overdose Deaths,375,375,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,May,Number of Drug Overdose Deaths,380,380,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,June,Number of Drug Overdose Deaths,384,386,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,July,Number of Drug Overdose Deaths,383,386,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,August,Number of Drug Overdose Deaths,377,382,100,0.0158831,* Underreported due to incomplete data
DC,District of Columbia,2017,September,Number of Drug Overdose Deaths,380,385,100,0.015867978,* Underreported due to incomplete data
DC,District of Columbia,2017,October,Number of Drug Overdose Deaths,371,375,100,0.015870497,* Underreported due to incomplete data
DC,District of Columbia,2017,November,Number of Drug Overdose Deaths,346,349,100,0.0159821,* Underreported due to incomplete data
DC,District of Columbia,2017,December,Number of Drug Overdose Deaths,348,350,100,0.032061558,* Underreported due to incomplete data
DC,District of Columbia,2018,January,Number of Drug Overdose Deaths,331,332,100,0.031836995,* Underreported due to incomplete data
DC,District of Columbia,2015,January,"Opioids (T40.0-T40.4,T40.6)",81,83,100,0.107353731,
DC,District of Columbia,2015,February,"Opioids (T40.0-T40.4,T40.6)",80,82,100,0.106534091,
DC,District of Columbia,2015,March,"Opioids (T40.0-T40.4,T40.6)",80,82,100,0.105189341,
DC,District of Columbia,2015,April,"Opioids (T40.0-T40.4,T40.6)",80,83,100,0.139372822,
DC,District of Columbia,2015,May,"Opioids (T40.0-T40.4,T40.6)",83,86,100,0.140203295,
DC,District of Columbia,2015,June,"Opioids (T40.0-T40.4,T40.6)",83,86,100,0.140894681,
DC,District of Columbia,2015,July,"Opioids (T40.0-T40.4,T40.6)",80,83,100,0.14114326,
DC,District of Columbia,2015,August,"Opioids (T40.0-T40.4,T40.6)",82,85,100,0.140277047,
DC,District of Columbia,2015,September,"Opioids (T40.0-T40.4,T40.6)",92,95,100,0.14077072,
DC,District of Columbia,2015,October,"Opioids (T40.0-T40.4,T40.6)",95,99,100,0.15737017,
DC,District of Columbia,2015,November,"Opioids (T40.0-T40.4,T40.6)",102,106,100,0.139033716,
DC,District of Columbia,2015,December,"Opioids (T40.0-T40.4,T40.6)",112,115,100,0.105152471,
DC,District of Columbia,2016,January,"Opioids (T40.0-T40.4,T40.6)",115,118,100,0.106837607,
DE,Delaware,2015,September,Number of Deaths,"8,686",,100,0,
DC,District of Columbia,2016,February,"Opioids (T40.0-T40.4,T40.6)",113,116,100,0.106951872,
DC,District of Columbia,2016,March,"Opioids (T40.0-T40.4,T40.6)",124,127,100,0.106761566,
DC,District of Columbia,2016,April,"Opioids (T40.0-T40.4,T40.6)",135,138,100,0.070646415,
DC,District of Columbia,2016,May,"Opioids (T40.0-T40.4,T40.6)",155,158,100,0.069942298,
DC,District of Columbia,2016,June,"Opioids (T40.0-T40.4,T40.6)",163,166,100,0.069795847,
DC,District of Columbia,2016,July,"Opioids (T40.0-T40.4,T40.6)",170,173,100,0.06932409,
DC,District of Columbia,2016,August,"Opioids (T40.0-T40.4,T40.6)",181,185,100,0.069096562,
DC,District of Columbia,2016,September,"Opioids (T40.0-T40.4,T40.6)",187,190,100,0.051116033,
DC,District of Columbia,2016,October,"Opioids (T40.0-T40.4,T40.6)",195,197,100,0.01701838,
DC,District of Columbia,2016,November,"Opioids (T40.0-T40.4,T40.6)",221,223,100,0.016854879,
DC,District of Columbia,2016,December,"Opioids (T40.0-T40.4,T40.6)",230,231,100,0,
DC,District of Columbia,2017,January,"Opioids (T40.0-T40.4,T40.6)",253,252,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,February,"Opioids (T40.0-T40.4,T40.6)",271,271,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,March,"Opioids (T40.0-T40.4,T40.6)",286,286,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,April,"Opioids (T40.0-T40.4,T40.6)",300,300,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,May,"Opioids (T40.0-T40.4,T40.6)",304,304,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,June,"Opioids (T40.0-T40.4,T40.6)",305,306,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,July,"Opioids (T40.0-T40.4,T40.6)",305,308,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,August,"Opioids (T40.0-T40.4,T40.6)",303,307,100,0.0158831,* Underreported due to incomplete data
DC,District of Columbia,2017,September,"Opioids (T40.0-T40.4,T40.6)",298,302,100,0.015867978,* Underreported due to incomplete data
DC,District of Columbia,2017,October,"Opioids (T40.0-T40.4,T40.6)",290,294,100,0.015870497,* Underreported due to incomplete data
DC,District of Columbia,2017,November,"Opioids (T40.0-T40.4,T40.6)",268,271,100,0.0159821,* Underreported due to incomplete data
DC,District of Columbia,2017,December,"Opioids (T40.0-T40.4,T40.6)",271,272,100,0.032061558,* Underreported due to incomplete data
DC,District of Columbia,2018,January,"Opioids (T40.0-T40.4,T40.6)",252,253,100,0.031836995,* Underreported due to incomplete data
DC,District of Columbia,2015,January,Percent with drugs specified,99.11504425,,100,0.107353731,
DC,District of Columbia,2015,February,Percent with drugs specified,100,,100,0.106534091,
DC,District of Columbia,2015,March,Percent with drugs specified,100,,100,0.105189341,
DC,District of Columbia,2015,April,Percent with drugs specified,100,,100,0.139372822,
DC,District of Columbia,2015,May,Percent with drugs specified,100,,100,0.140203295,
DC,District of Columbia,2015,June,Percent with drugs specified,100,,100,0.140894681,
DC,District of Columbia,2015,July,Percent with drugs specified,100,,100,0.14114326,
DC,District of Columbia,2015,August,Percent with drugs specified,100,,100,0.140277047,
DC,District of Columbia,2015,September,Percent with drugs specified,100,,100,0.14077072,
DC,District of Columbia,2015,October,Percent with drugs specified,100,,100,0.15737017,
DC,District of Columbia,2015,November,Percent with drugs specified,100,,100,0.139033716,
DC,District of Columbia,2015,December,Percent with drugs specified,100,,100,0.105152471,
DC,District of Columbia,2016,January,Percent with drugs specified,100,,100,0.106837607,
DC,District of Columbia,2016,February,Percent with drugs specified,100,,100,0.106951872,
DC,District of Columbia,2016,March,Percent with drugs specified,100,,100,0.106761566,
DC,District of Columbia,2016,April,Percent with drugs specified,99.42528736,,100,0.070646415,
DC,District of Columbia,2016,May,Percent with drugs specified,99.49494949,,100,0.069942298,
DC,District of Columbia,2016,June,Percent with drugs specified,99.03846154,,100,0.069795847,
DC,District of Columbia,2016,July,Percent with drugs specified,99.08675799,,100,0.06932409,
DC,District of Columbia,2016,August,Percent with drugs specified,99.16317992,,100,0.069096562,
DC,District of Columbia,2016,September,Percent with drugs specified,99.1902834,,100,0.051116033,
DC,District of Columbia,2016,October,Percent with drugs specified,99.22779923,,100,0.01701838,
DC,District of Columbia,2016,November,Percent with drugs specified,99.30795848,,100,0.016854879,
DC,District of Columbia,2016,December,Percent with drugs specified,99.33333333,,100,0,
DC,District of Columbia,2017,January,Percent with drugs specified,99.38650307,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,February,Percent with drugs specified,99.41520468,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,March,Percent with drugs specified,99.43977591,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,April,Percent with drugs specified,99.2,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,May,Percent with drugs specified,99.21052632,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,June,Percent with drugs specified,99.47916667,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,July,Percent with drugs specified,98.95561358,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,August,Percent with drugs specified,98.67374005,,100,0.0158831,* Underreported due to incomplete data
DC,District of Columbia,2017,September,Percent with drugs specified,98.42105263,,100,0.015867978,* Underreported due to incomplete data
DC,District of Columbia,2017,October,Percent with drugs specified,98.38274933,,100,0.015870497,* Underreported due to incomplete data
DC,District of Columbia,2017,November,Percent with drugs specified,98.26589595,,100,0.0159821,* Underreported due to incomplete data
DC,District of Columbia,2017,December,Percent with drugs specified,97.98850575,,100,0.032061558,* Underreported due to incomplete data
DC,District of Columbia,2018,January,Percent with drugs specified,97.88519637,,100,0.031836995,* Underreported due to incomplete data
DC,District of Columbia,2015,January,Psychostimulants with abuse potential (T43.6),3,4,100,0.107353731,
DC,District of Columbia,2015,February,Psychostimulants with abuse potential (T43.6),3,4,100,0.106534091,
DC,District of Columbia,2015,March,Psychostimulants with abuse potential (T43.6),3,4,100,0.105189341,
DC,District of Columbia,2015,April,Psychostimulants with abuse potential (T43.6),3,4,100,0.139372822,
DC,District of Columbia,2015,May,Psychostimulants with abuse potential (T43.6),3,4,100,0.140203295,
DC,District of Columbia,2015,June,Psychostimulants with abuse potential (T43.6),5,6,100,0.140894681,
DC,District of Columbia,2015,July,Psychostimulants with abuse potential (T43.6),4,5,100,0.14114326,
DC,District of Columbia,2015,August,Psychostimulants with abuse potential (T43.6),5,6,100,0.140277047,
DC,District of Columbia,2015,September,Psychostimulants with abuse potential (T43.6),5,6,100,0.14077072,
DC,District of Columbia,2015,October,Psychostimulants with abuse potential (T43.6),5,6,100,0.15737017,
DC,District of Columbia,2015,November,Psychostimulants with abuse potential (T43.6),5,6,100,0.139033716,
DC,District of Columbia,2015,December,Psychostimulants with abuse potential (T43.6),5,6,100,0.105152471,
DC,District of Columbia,2016,January,Psychostimulants with abuse potential (T43.6),5,6,100,0.106837607,
DC,District of Columbia,2016,February,Psychostimulants with abuse potential (T43.6),5,6,100,0.106951872,
DC,District of Columbia,2016,March,Psychostimulants with abuse potential (T43.6),5,6,100,0.106761566,
DC,District of Columbia,2016,April,Psychostimulants with abuse potential (T43.6),5,6,100,0.070646415,
DC,District of Columbia,2016,May,Psychostimulants with abuse potential (T43.6),5,6,100,0.069942298,
DC,District of Columbia,2016,June,Psychostimulants with abuse potential (T43.6),3,4,100,0.069795847,
DC,District of Columbia,2016,July,Psychostimulants with abuse potential (T43.6),3,4,100,0.06932409,
DC,District of Columbia,2016,August,Psychostimulants with abuse potential (T43.6),2,3,100,0.069096562,
DC,District of Columbia,2016,September,Psychostimulants with abuse potential (T43.6),3,4,100,0.051116033,
DC,District of Columbia,2016,October,Psychostimulants with abuse potential (T43.6),4,5,100,0.01701838,
DC,District of Columbia,2016,November,Psychostimulants with abuse potential (T43.6),5,6,100,0.016854879,
DC,District of Columbia,2016,December,Psychostimulants with abuse potential (T43.6),5,6,100,0,
DC,District of Columbia,2017,January,Psychostimulants with abuse potential (T43.6),6,7,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,February,Psychostimulants with abuse potential (T43.6),7,8,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,March,Psychostimulants with abuse potential (T43.6),7,8,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,April,Psychostimulants with abuse potential (T43.6),10,11,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,May,Psychostimulants with abuse potential (T43.6),12,13,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,June,Psychostimulants with abuse potential (T43.6),13,14,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,July,Psychostimulants with abuse potential (T43.6),13,14,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,August,Psychostimulants with abuse potential (T43.6),12,13,100,0.0158831,* Underreported due to incomplete data
DC,District of Columbia,2017,September,Psychostimulants with abuse potential (T43.6),12,13,100,0.015867978,* Underreported due to incomplete data
DC,District of Columbia,2017,October,Psychostimulants with abuse potential (T43.6),14,15,100,0.015870497,* Underreported due to incomplete data
DC,District of Columbia,2017,November,Psychostimulants with abuse potential (T43.6),14,15,100,0.0159821,* Underreported due to incomplete data
DC,District of Columbia,2017,December,Psychostimulants with abuse potential (T43.6),14,15,100,0.032061558,* Underreported due to incomplete data
DC,District of Columbia,2018,January,Psychostimulants with abuse potential (T43.6),14,15,100,0.031836995,* Underreported due to incomplete data
DC,District of Columbia,2015,January,"Synthetic opioids, excl. methadone (T40.4)",15,16,100,0.107353731,
DC,District of Columbia,2015,February,"Synthetic opioids, excl. methadone (T40.4)",17,18,100,0.106534091,
DC,District of Columbia,2015,March,"Synthetic opioids, excl. methadone (T40.4)",20,21,100,0.105189341,
DC,District of Columbia,2015,April,"Synthetic opioids, excl. methadone (T40.4)",20,21,100,0.139372822,
DC,District of Columbia,2015,May,"Synthetic opioids, excl. methadone (T40.4)",23,24,100,0.140203295,
DC,District of Columbia,2015,June,"Synthetic opioids, excl. methadone (T40.4)",19,20,100,0.140894681,
DC,District of Columbia,2015,July,"Synthetic opioids, excl. methadone (T40.4)",17,18,100,0.14114326,
DC,District of Columbia,2015,August,"Synthetic opioids, excl. methadone (T40.4)",17,18,100,0.140277047,
DC,District of Columbia,2015,September,"Synthetic opioids, excl. methadone (T40.4)",20,21,100,0.14077072,
DC,District of Columbia,2015,October,"Synthetic opioids, excl. methadone (T40.4)",18,19,100,0.15737017,
DC,District of Columbia,2015,November,"Synthetic opioids, excl. methadone (T40.4)",24,25,100,0.139033716,
DC,District of Columbia,2015,December,"Synthetic opioids, excl. methadone (T40.4)",28,29,100,0.105152471,
DC,District of Columbia,2016,January,"Synthetic opioids, excl. methadone (T40.4)",32,33,100,0.106837607,
DC,District of Columbia,2016,February,"Synthetic opioids, excl. methadone (T40.4)",31,32,100,0.106951872,
DC,District of Columbia,2016,March,"Synthetic opioids, excl. methadone (T40.4)",39,41,100,0.106761566,
DC,District of Columbia,2016,April,"Synthetic opioids, excl. methadone (T40.4)",50,52,100,0.070646415,
DC,District of Columbia,2016,May,"Synthetic opioids, excl. methadone (T40.4)",66,68,100,0.069942298,
DC,District of Columbia,2016,June,"Synthetic opioids, excl. methadone (T40.4)",76,78,100,0.069795847,
DC,District of Columbia,2016,July,"Synthetic opioids, excl. methadone (T40.4)",86,88,100,0.06932409,
DC,District of Columbia,2016,August,"Synthetic opioids, excl. methadone (T40.4)",96,99,100,0.069096562,
DC,District of Columbia,2016,September,"Synthetic opioids, excl. methadone (T40.4)",104,106,100,0.051116033,
DC,District of Columbia,2016,October,"Synthetic opioids, excl. methadone (T40.4)",118,120,100,0.01701838,
DC,District of Columbia,2016,November,"Synthetic opioids, excl. methadone (T40.4)",140,142,100,0.016854879,
DC,District of Columbia,2016,December,"Synthetic opioids, excl. methadone (T40.4)",147,149,100,0,
DC,District of Columbia,2017,January,"Synthetic opioids, excl. methadone (T40.4)",159,159,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,February,"Synthetic opioids, excl. methadone (T40.4)",176,176,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,March,"Synthetic opioids, excl. methadone (T40.4)",192,193,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,April,"Synthetic opioids, excl. methadone (T40.4)",205,207,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,May,"Synthetic opioids, excl. methadone (T40.4)",211,213,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,June,"Synthetic opioids, excl. methadone (T40.4)",216,220,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,July,"Synthetic opioids, excl. methadone (T40.4)",217,222,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,August,"Synthetic opioids, excl. methadone (T40.4)",222,227,100,0.0158831,* Underreported due to incomplete data
DC,District of Columbia,2017,September,"Synthetic opioids, excl. methadone (T40.4)",219,223,100,0.015867978,* Underreported due to incomplete data
DC,District of Columbia,2017,October,"Synthetic opioids, excl. methadone (T40.4)",213,216,100,0.015870497,* Underreported due to incomplete data
DC,District of Columbia,2017,November,"Synthetic opioids, excl. methadone (T40.4)",196,198,100,0.0159821,* Underreported due to incomplete data
DC,District of Columbia,2017,December,"Synthetic opioids, excl. methadone (T40.4)",202,203,100,0.032061558,* Underreported due to incomplete data
DC,District of Columbia,2018,January,"Synthetic opioids, excl. methadone (T40.4)",197,198,100,0.031836995,* Underreported due to incomplete data
DE,Delaware,2015,January,Number of Deaths,"8,485",,100,0,
DE,Delaware,2015,February,Number of Deaths,"8,561",,100,0,
DE,Delaware,2015,March,Number of Deaths,"8,551",,100,0,
DE,Delaware,2015,April,Number of Deaths,"8,580",,100,0,
DE,Delaware,2015,May,Number of Deaths,"8,583",,100,0,
DE,Delaware,2015,June,Number of Deaths,"8,577",,100,0,
DE,Delaware,2015,July,Number of Deaths,"8,642",,100,0,
DE,Delaware,2015,August,Number of Deaths,"8,648",,100,0,
DE,Delaware,2015,October,Number of Deaths,"8,661",,100,0,
DE,Delaware,2015,November,Number of Deaths,"8,666",,100,0,
DE,Delaware,2015,December,Number of Deaths,"8,591",,100,0,
DE,Delaware,2016,January,Number of Deaths,"8,485",,100,0,
DE,Delaware,2016,February,Number of Deaths,"8,473",,100,0,
DE,Delaware,2016,March,Number of Deaths,"8,555",,100,0,
DE,Delaware,2016,April,Number of Deaths,"8,530",,100,0,
DE,Delaware,2016,May,Number of Deaths,"8,553",,100,0,
DE,Delaware,2016,June,Number of Deaths,"8,571",,100,0,
DE,Delaware,2016,July,Number of Deaths,"8,609",,100,0,
DE,Delaware,2016,August,Number of Deaths,"8,666",,100,0,
DE,Delaware,2016,September,Number of Deaths,"8,740",,100,0,
DE,Delaware,2016,October,Number of Deaths,"8,809",,100,0,
DE,Delaware,2016,November,Number of Deaths,"8,889",,100,0,
DE,Delaware,2016,December,Number of Deaths,"8,980",,100,0,
DE,Delaware,2017,January,Number of Deaths,"9,058",,100,0,* Underreported due to incomplete data
DE,Delaware,2017,February,Number of Deaths,"9,085",,100,0,* Underreported due to incomplete data
DE,Delaware,2017,March,Number of Deaths,"9,099",,100,0,* Underreported due to incomplete data
DE,Delaware,2017,April,Number of Deaths,"9,150",,100,0,* Underreported due to incomplete data
DE,Delaware,2017,May,Number of Deaths,"9,118",,100,0,* Underreported due to incomplete data
DE,Delaware,2017,June,Number of Deaths,"9,097",,100,0,* Underreported due to incomplete data
DE,Delaware,2017,July,Number of Deaths,"9,110",,100,0,* Underreported due to incomplete data
DE,Delaware,2017,August,Number of Deaths,"9,091",,100,0,* Underreported due to incomplete data
DE,Delaware,2017,September,Number of Deaths,"9,049",,100,0.011050945,* Underreported due to incomplete data
DE,Delaware,2017,October,Number of Deaths,"9,020",,100,0.011086475,* Underreported due to incomplete data
DE,Delaware,2017,November,Number of Deaths,"9,051",,100,0.011048503,* Underreported due to incomplete data
DE,Delaware,2017,December,Number of Deaths,"9,138",,100,0.010943314,* Underreported due to incomplete data
DE,Delaware,2018,January,Number of Deaths,"9,136",,100,0.010945709,* Underreported due to incomplete data
DE,Delaware,2015,January,Number of Drug Overdose Deaths,210,211,100,0,
DE,Delaware,2015,February,Number of Drug Overdose Deaths,208,209,100,0,
DE,Delaware,2015,March,Number of Drug Overdose Deaths,208,209,100,0,
DE,Delaware,2015,April,Number of Drug Overdose Deaths,200,201,100,0,
DE,Delaware,2015,May,Number of Drug Overdose Deaths,195,196,100,0,
DE,Delaware,2015,June,Number of Drug Overdose Deaths,199,200,100,0,
DE,Delaware,2015,July,Number of Drug Overdose Deaths,202,203,100,0,
DE,Delaware,2015,August,Number of Drug Overdose Deaths,192,193,100,0,
DE,Delaware,2015,September,Number of Drug Overdose Deaths,201,202,100,0,
DE,Delaware,2015,October,Number of Drug Overdose Deaths,187,188,100,0,
DE,Delaware,2015,November,Number of Drug Overdose Deaths,194,195,100,0,
DE,Delaware,2015,December,Number of Drug Overdose Deaths,195,196,100,0,
DE,Delaware,2016,January,Number of Drug Overdose Deaths,181,182,100,0,
DE,Delaware,2016,February,Number of Drug Overdose Deaths,189,190,100,0,
DE,Delaware,2016,March,Number of Drug Overdose Deaths,188,189,100,0,
DE,Delaware,2016,April,Number of Drug Overdose Deaths,199,200,100,0,
DE,Delaware,2016,May,Number of Drug Overdose Deaths,216,217,100,0,
DE,Delaware,2016,June,Number of Drug Overdose Deaths,221,222,100,0,
DE,Delaware,2016,July,Number of Drug Overdose Deaths,233,234,100,0,
DE,Delaware,2016,August,Number of Drug Overdose Deaths,245,246,100,0,
DE,Delaware,2016,September,Number of Drug Overdose Deaths,245,246,100,0,
DE,Delaware,2016,October,Number of Drug Overdose Deaths,254,255,100,0,
DE,Delaware,2016,November,Number of Drug Overdose Deaths,268,269,100,0,
DE,Delaware,2016,December,Number of Drug Overdose Deaths,285,286,100,0,
DE,Delaware,2017,January,Number of Drug Overdose Deaths,310,309,100,0,* Underreported due to incomplete data
DE,Delaware,2017,February,Number of Drug Overdose Deaths,309,309,100,0,* Underreported due to incomplete data
DE,Delaware,2017,March,Number of Drug Overdose Deaths,312,312,100,0,* Underreported due to incomplete data
DE,Delaware,2017,April,Number of Drug Overdose Deaths,313,313,100,0,* Underreported due to incomplete data
DE,Delaware,2017,May,Number of Drug Overdose Deaths,310,310,100,0,* Underreported due to incomplete data
DE,Delaware,2017,June,Number of Drug Overdose Deaths,313,315,100,0,* Underreported due to incomplete data
DE,Delaware,2017,July,Number of Drug Overdose Deaths,320,322,100,0,* Underreported due to incomplete data
DE,Delaware,2017,August,Number of Drug Overdose Deaths,326,330,100,0,* Underreported due to incomplete data
DE,Delaware,2017,September,Number of Drug Overdose Deaths,329,333,100,0.011050945,* Underreported due to incomplete data
DE,Delaware,2017,October,Number of Drug Overdose Deaths,338,342,100,0.011086475,* Underreported due to incomplete data
DE,Delaware,2017,November,Number of Drug Overdose Deaths,345,348,100,0.011048503,* Underreported due to incomplete data
DE,Delaware,2017,December,Number of Drug Overdose Deaths,341,341,100,0.010943314,* Underreported due to incomplete data
DE,Delaware,2018,January,Number of Drug Overdose Deaths,330,330,100,0.010945709,* Underreported due to incomplete data
FL,Florida,2015,January,Number of Deaths,"189,170",,100,0.034889253,
FL,Florida,2015,February,Number of Deaths,"190,591",,100,0.034104444,
FL,Florida,2015,March,Number of Deaths,"191,745",,100,0.033377663,
FL,Florida,2015,April,Number of Deaths,"192,268",,100,0.032246656,
FL,Florida,2015,May,Number of Deaths,"193,067",,100,0.033149114,
FL,Florida,2015,June,Number of Deaths,"193,387",,100,0.031542968,
FL,Florida,2015,July,Number of Deaths,"193,875",,100,0.031463572,
FL,Florida,2015,August,Number of Deaths,"194,364",,100,0.02881192,
FL,Florida,2015,September,Number of Deaths,"195,097",,100,0.027678539,
FL,Florida,2015,October,Number of Deaths,"195,599",,100,0.030163753,
FL,Florida,2015,November,Number of Deaths,"195,311",,100,0.032768252,
FL,Florida,2015,December,Number of Deaths,"194,297",,100,0.036541995,
FL,Florida,2016,January,Number of Deaths,"193,810",,100,0.037665755,
FL,Florida,2016,February,Number of Deaths,"194,386",,100,0.038068585,
FL,Florida,2016,March,Number of Deaths,"195,215",,100,0.038931435,
FL,Florida,2016,April,Number of Deaths,"195,883",,100,0.040840706,
FL,Florida,2016,May,Number of Deaths,"196,050",,100,0.042336139,
FL,Florida,2016,June,Number of Deaths,"196,273",,100,0.045345004,
FL,Florida,2016,July,Number of Deaths,"196,733",,100,0.047272191,
FL,Florida,2016,August,Number of Deaths,"197,300",,100,0.051697922,
FL,Florida,2016,September,Number of Deaths,"197,602",,100,0.052631046,
FL,Florida,2016,October,Number of Deaths,"198,220",,100,0.054989406,
FL,Florida,2016,November,Number of Deaths,"199,256",,100,0.054703497,
FL,Florida,2016,December,Number of Deaths,"199,964",,100,0.047008462,
FL,Florida,2017,January,Number of Deaths,"200,884",,100,0.046793174,* Underreported due to incomplete data
FL,Florida,2017,February,Number of Deaths,"200,709",,100,0.04633574,* Underreported due to incomplete data
FL,Florida,2017,March,Number of Deaths,"200,882",,100,0.045300226,* Underreported due to incomplete data
FL,Florida,2017,April,Number of Deaths,"201,342",,100,0.043706728,* Underreported due to incomplete data
FL,Florida,2017,May,Number of Deaths,"201,707",,100,0.042140332,* Underreported due to incomplete data
FL,Florida,2017,June,Number of Deaths,"202,315",,100,0.041025134,* Underreported due to incomplete data
FL,Florida,2017,July,Number of Deaths,"202,401",,100,0.039031428,* Underreported due to incomplete data
FL,Florida,2017,August,Number of Deaths,"202,942",,100,0.037941875,* Underreported due to incomplete data
FL,Florida,2017,September,Number of Deaths,"203,980",,100,0.04265124,* Underreported due to incomplete data
FL,Florida,2017,October,Number of Deaths,"204,668",,100,0.047882424,* Underreported due to incomplete data
FL,Florida,2017,November,Number of Deaths,"205,031",,100,0.051699499,* Underreported due to incomplete data
FL,Florida,2017,December,Number of Deaths,"206,184",,100,0.065475498,* Underreported due to incomplete data
FL,Florida,2018,January,Number of Deaths,"208,182",,100,0.087903853,* Underreported due to incomplete data
FL,Florida,2015,January,Number of Drug Overdose Deaths,"2,755","2,781",100,0.034889253,
FL,Florida,2015,February,Number of Drug Overdose Deaths,"2,824","2,851",100,0.034104444,
FL,Florida,2015,March,Number of Drug Overdose Deaths,"2,862","2,889",100,0.033377663,
FL,Florida,2015,April,Number of Drug Overdose Deaths,"2,886","2,912",100,0.032246656,
FL,Florida,2015,May,Number of Drug Overdose Deaths,"2,958","2,985",100,0.033149114,
FL,Florida,2015,June,Number of Drug Overdose Deaths,"2,983","3,010",100,0.031542968,
FL,Florida,2015,July,Number of Drug Overdose Deaths,"3,117","3,145",100,0.031463572,
FL,Florida,2015,August,Number of Drug Overdose Deaths,"3,204","3,231",100,0.02881192,
FL,Florida,2015,September,Number of Drug Overdose Deaths,"3,270","3,297",100,0.027678539,
FL,Florida,2015,October,Number of Drug Overdose Deaths,"3,341","3,370",100,0.030163753,
FL,Florida,2015,November,Number of Drug Overdose Deaths,"3,340","3,371",100,0.032768252,
FL,Florida,2015,December,Number of Drug Overdose Deaths,"3,352","3,385",100,0.036541995,
FL,Florida,2016,January,Number of Drug Overdose Deaths,"3,324","3,357",100,0.037665755,
FL,Florida,2016,February,Number of Drug Overdose Deaths,"3,401","3,435",100,0.038068585,
FL,Florida,2016,March,Number of Drug Overdose Deaths,"3,596","3,633",100,0.038931435,
FL,Florida,2016,April,Number of Drug Overdose Deaths,"3,703","3,742",100,0.040840706,
FL,Florida,2016,May,Number of Drug Overdose Deaths,"3,759","3,800",100,0.042336139,
FL,Florida,2016,June,Number of Drug Overdose Deaths,"3,843","3,886",100,0.045345004,
